EicCode,EicDisplayName,EicLongName,EicParent,EicResponsibleParty,EicStatus,MarketParticipantPostalCode,MarketParticipantIsoCountryCode,MarketParticipantVatCode,EicTypeFunctionList,type
12W-0000000797-L,LOETSCHEN-RO,Lötschen,,12XKW-BLENIO---T,Active,,,,Resource Object,W
12W-0000000839-Y,NANTE-DE-DRAN-RO,Nante de Drance,,12XATEL-HANDEL-K,Active,,,,Resource Object,W
12W-0000000845-5,VERNAYAZ-RO,Kraftwerk Vernayaz,,12XKW-BLENIO---T,Active,,,,Resource Object,W
12W-0000000846-2,ANDERMATT-SBB-RO,SBB Andermatt,,12XKW-BLENIO---T,Active,,,,Resource Object,W
12W-0000000848-X,WASSEN-SBB-RO,SBB Wassen,,12XKW-BLENIO---T,Active,,,,Resource Object,W
12W-0000000849-U,AMSTEG-RO,SBB Amsteg,,12XKW-BLENIO---T,Active,,,,Resource Object,W
12W-0000000850-G,ETZELWERK-RO,SBB Etzelwerk,,12XKW-BLENIO---T,Active,,,,Resource Object,W
12W-0000000851-D,CHATELARD-RO,SBB Chatelard,,12XKW-BLENIO---T,Active,,,,Resource Object,W
12W-0000000902-P,GD-RO,Grande Dixence,,12XATEL-HANDEL-K,Active,,,,Resource Object,W
12W-0000000917-6,KW-KSL-RO,KSL Mapragg,,12XKSL---------E,Active,,,,Resource Object,W
12W-0000000922-H,KW-BLENIO-RO,Officine Idroelettriche di Blenio SA (Ofible),,12XATEL-HANDEL-K,Active,,,,Resource Object,W
12W-0000000925-8,OFIMA-RO,Ofima,,12XATEL-HANDEL-K,Active,,,,Resource Object,W
12W-0000000926-5,KWO-INNERTKIR-RO,KWO Innertkirchen,,12XGRIMSELSTROMA,Active,,,,Resource Object,W
12W-0000000929-X,CKW-FMM-SDL---RO,FMM,,12XCKW-HANDEL--K,Active,,,,Resource Object,W
12W-0000000945-0,KKW-GOESGEN-RO,Kernkraftwerk Gösgen (KKG),,12XATEL-HANDEL-K,Active,,,,Resource Object,W
12W-0000000946-Y,KKW-MUEHLEBRG-RO,Kernkraftwerk Mühleberg,,12XBKW-HANDEL--X,Active,,,,Resource Object,W
12W-0000000950-B,AET-LEVENTINA-RO,Laventina,,12XAET-HANDEL--3,Active,,,,Resource Object,W
12W-0000000951-8,AET-VERZASCA-RO,Vercasca,,12XAET-HANDEL--3,Active,,,,Resource Object,W
12W-0000001565-6,KW-EWZ-BRG-RO,EWZ Bergell,,12XEWZHANDEL88-K,Active,,,,Resource Object,W
12W-0000001567-0,KW-EWZ-MB-RO,EWZ Mittelbünden,,12XEWZHANDEL88-K,Active,,,,Resource Object,W
12W-0000001569-V,KW-EWZ-LW-RO,EWZ Laufwasser,,12XEWZHANDEL88-K,Active,,,,Resource Object,W
12W-0000001570-H,KW-EWZ-BRG-GE,EWZ Bergell,,12XEWZHANDEL88-K,Active,,,,Generation,W
12W-0000001572-B,KW-EWZ-MB-GE,EWZ Mittelbünden,,12XEWZHANDEL88-K,Active,,,,Generation,W
12W-0000001574-5,KW-EWZ-LW-GE,EWZ Laufwasser,,12XEWZHANDEL88-K,Active,,,,Generation Unit,W
12W-0000001614-O,KW-WAEGI-TP02-RO,KW Waeggitalk,,12XAXPO-SUISSE-V,Active,,,,Resource Object,W
12W-0000001616-I,KW-WAEGI-TP03-GE,KW Waeggitalk,,12XAXPO-SUISSE-V,Active,,,,Generation,W
12W-0000001673-3,DXT-COMMODITI-ST,DXT Commodities SA,,12X-0000001848-D,Active,,,,Load,W
12W-0000001690-4,KW-LAUFENBURG-RO,KW Laufenburg,,11XED-H-GENERA-3,Active,,,,Resource Object,W
12W-0000001719-4,KW-LFBG-KWBLK-RO,KW Laufenburg,,11XED-H-GENERA-3,Active,,,,Resource Object,W
12W-0000002800-O,KW-RYB-SCHW---AS,KW Ryburg-Schwörstadt CH,,11XED-H-GENERA-3,Active,,,,Generation Unit,W
12W-0000002801-L,KW-RYB-SCHW---RO,KW Ryburg-Schwörstadt CH,,11XED-H-GENERA-3,Active,,,,Resource Object,W
12W-0000002802-I,OIM-----------AS,OIM - OI di Mesolcina SA,,12XEGL-H-------0,Active,,,,Generation Unit,W
12W-0000002803-F,SPINA-RIVAG---RO,OIM - OI di Mesolcina SA,,12XMKW---------0,Active,,,,Resource Object,W
14W-AKMW-WIND--5,KITTELWINDKRAFT,Anton Kittel Mühle Windkraft GmbH,,,Active,,,,Production Unit,W
14WALBERSCHWEN12,KWALBER,KW ALBERSCHWENDE,,13X-VKW-HANDEL-M,Active,,,,Production Unit,W
14WALPHAWPKW---3,ALPHAWPKW,Windpark-ALPHA-KW,,,Active,,,,Production Unit,W
14WALPHAWPKWTU-C,ALPHAWPKWTU,Windpark-ALPHA-KW-TU,,,Active,,,,Production Unit,W
14WALTEN2WPKWTUV,ALTEN2WPKWTU,Windpark-ALTENBRUCH2-KW-TU,,,Active,,,,Production Unit,W
14WALTEN2WPKW--Z,ALTEN2WPKW,Windpark-ALTENBRUCH2-KW,,,Active,,,,Production Unit,W
14W-ARA-SEE-KW-Y,ARASEEFELDKW,ARA_Seefeld-KW,,,Active,,,,Production Unit,W
14W-ARA-SEE-M1-8,ARASEEFELDM1,ARA_Seefeld-M1,,,Active,,,,Production Unit,W
14WAUBACHKW----G,AUBACHKW,Aubach-KW,,,Active,,,,Production Unit,W
14WAUBACHKWTU1-W,AUBACHKWTU1,Aubach-KW-TU1,,,Active,,,,Production Unit,W
14W-BAA-KW-----D,BAA-KW,Abwinden-Asten-KW,,,Active,,,,Generation Unit,W
14W-BAA-TU-----T,BAA-TU,Abwinden-Asten-TU,,,Active,,,,Generation Unit,W
14W-BAS-KW-----I,BAS-KW,Aschach-KW,,,Active,,,,Generation Unit,W
14W-BAS-TU-----Y,BAS-TU,Aschach-TU,,,Active,,,,Generation Unit,W
14W-BAW-KW-----F,BAW-KW,Altenwörth-KW,,,Active,,,,Generation Unit,W
14W-BAW-TU-----V,BAW-TU,Altenwörth-TU,,,Active,,,,Generation Unit,W
14W-BFR-KW-----A,BFR-KW,Freudenau-KW,,,Active,,,,Generation Unit,W
14W-BFR-TU-----Q,BFR-TU,Freudenau-TU,,,Active,,,,Generation Unit,W
14W-BGS-KW-----Q,BGS-KW,Greifenstein-KW,,,Active,,,,Generation Unit,W
14W-BGS-TU-----5,BGS-TU,Greifenstein-TU,,,Active,,,,Generation Unit,W
14W-BLOCK07-L--J,BLOCK07LINZ,Block 07 Linz,,,Active,,,,Generation Unit,W
14W-BME-KW-----Q,BME-KW,Melk-KW,,,Active,,,,Generation Unit,W
14W-BME-TU-----5,BME-TU,Melk-TU,,,Active,,,,Generation Unit,W
14W-BOW-KW-----9,BOW-KW,Ottensheim-Wilhering-KW,,,Active,,,,Generation Unit,W
14W-BOW-TU-----P,BOW-TU,Ottensheim-Wilhering-TU,,,Active,,,,Generation Unit,W
14W-BRENNER-KW-O,BRENNERWERKKW,Brennerwerk-KW,,,Active,,,,Production Unit,W
14W-BRENNER-M1-Z,BRENNERWERKM1,Brennerwerk-M1,,,Active,,,,Production Unit,W
14W-BRENNER-M2-W,BRENNERWERKM2,Brennerwerk-M2,,,Active,,,,Production Unit,W
14W-BRENNER-M3-T,BRENNERWERKM3,Brennerwerk-M3,,,Active,,,,Production Unit,W
14W-BRENNER-M4-Q,BRENNERWERKM4,Brennerwerk-M4,,,Active,,,,Production Unit,W
14W-BRUCKHA-KW-V,BRUCKHAEUSLKW,Bruckhaeusl-KW,,,Active,,,,Production Unit,W
14W-BRUCKHA-M1-5,BRUCKHAEUSLM1,Bruckhaeusl-M1,,,Active,,,,Production Unit,W
14W-BRUCKHA-M2-2,BRUCKHAEUSLM2,Bruckhaeusl-M2,,,Active,,,,Production Unit,W
14W-BWM-KW-----L,BWM-KW,Wallsee-Mitterkirchen-KW,,,Active,,,,Generation Unit,W
14W-BWM-TU-----0,BWM-TU,Wallsee-Mitterkirchen-TU,,,Active,,,,Generation Unit,W
14W-BYP-KW-----6,BYP-KW,Ybbs-Persenbeug-KW,,,Active,,,,Generation Unit,W
14W-BYP-TU-----M,BYP-TU,Ybbs-Persenbeug-TU,,,Active,,,,Generation Unit,W
14WCASIMCWPKW--4,CASIMCEAWPKW,Windpark-CASIMCEA-KW,,,Active,,,,Production Unit,W
14WCASIMCWPKWTU0,CASIMCEAWPKWTU,Windpark-CASIMCEA-KW-TU,,,Active,,,,Production Unit,W
14W-DEBANT1-KW-8,DEBANT1KW,Debant_1-KW,,,Active,,,,Production Unit,W
14W-DEBANT1-M1-J,DEBANT1M1,Debant_1-M1,,,Active,,,,Production Unit,W
14W-DEBANT1-M2-G,DEBANT1M2,Debant_1-M2,,,Active,,,,Production Unit,W
14W-DEBANT2-KW-2,DEBANT2KW,Debant_2-KW,,,Active,,,,Production Unit,W
14W-DEBANT2-M1-D,DEBANT2M1,Debant_2-M1,,,Active,,,,Production Unit,W
14W-DHWWINDKG--V,DHWWINDPROD,WEB DHW Wind GmbH & Co. KG,,,Active,,,,Production Unit,W
14W-DMH-KW-----9,DMH-KW,Malta-Hauptstufe-KW,,,Active,,,,Generation Unit,W
14W-DMH-TU-----P,DMH-TU,Malta-Hauptstufe-TU,,,Active,,,,Generation Unit,W
14W-DMO-KW-----D,DMO-KW,Malta-Oberstufe-KW,,,Active,,,,Generation Unit,W
14W-DMO-TU-----T,DMO-TU,Malta-Oberstufe-TU,,,Active,,,,Generation Unit,W
14W-DORFERB-KW-F,DORFERBACHKW,Dorferbach-KW,,,Active,,,,Production Unit,W
14W-DORFERB-M1-Q,DORFERBACHM1,Dorferbach-M1,,,Active,,,,Production Unit,W
14W-DRP-KW-----M,DRP-KW,Reisseck2-KW,,,Active,,,,Production Unit,W
14W-DRP-TU-----1,DRP-TU,Reisseck 2-TU,,,Active,,,,Generation Unit,W
14W-DRX-WP-KW--S,DRXWPKW,Windpark-UWDruxberge-KW,,13XVERBUND1234-P,Active,,,,Production Unit,W
14WDRX-WP-KW-TUK,DRXWPKWTU,Windpark-UWDruxberge-KW-TU,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-E110349----M,OSCHENIK,Kraftwerk Oschenik,,,Active,,,,Generation Unit,W
14W-E110352----K,FELDSEE,Kraftwerk Feldsee,,,Active,,,,Generation Unit,W
14W-E110354----8,AUSSERFRAGANT,Kraftwerk Außerfragant,,,Active,,,,Generation Unit,W
14WECOEWPKW----C,ECOENERGIAWPKW,Windpark-ECOENERGIA-KW,,,Active,,,,Production Unit,W
14WECOEWPKWTU--Y,ECOENERGIAWPKWTU,Windpark-ECOENERGIA-KW-TU,,,Active,,,,Production Unit,W
14W-EGA-KW-----M,EGAKW,Garsten-KW,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-EGA-KW-TU--7,EGAKWTU,Garsten-KW-TU,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-EGR-KW-----0,EGRKW,Grossraming-KW,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-EGR-KW-TU--M,EGRKWTU,Grossraming-KW-TU,,13XVERBUND1234-P,Active,,,,Production Unit,W
14WELLERNWPKW--F,ELLERNWPKW,Windpark-ELLERN-KW,,,Active,,,,Production Unit,W
14WELLERNWPKWTUB,ELLERNWPKWTU,Windpark-ELLERN-KW-TU,,,Active,,,,Production Unit,W
14W-ELO-KW-----C,ELOKW,Losenstein-KW,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-ELO-KW-TU--Y,ELOKWTU,Losenstein-KW-TU,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-EMR-KW-----8,EMRKW,Mühlrading-KW,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-EMR-KW-TU--U,EMRKWTU,Mühlrading-KW-TU,,13XVERBUND1234-P,Active,,,,Production Unit,W
14WENERGIEAG104H,KWPLANKENAU,KW Plankenau,,14XENERGIEAG-BGS,Active,,,,Generation Unit,W
14WENERGIEAG106D,KWGMUNDEN,KW Gmunden,,14XENERGIEAG-BGS,Active,,,,Generation,W
14WENERGIEAG110M,KWLAMBACH,KW Lambach,,14XENERGIEAG-BGS,Active,,,,Generation Unit,W
14WENERGIEAG132C,KWPARTEN,KW PARTENSTEIN,,14XENERGIEAG-BGS,Active,,,,Generation Unit,W
14WENERGIEAG1372,KWWAGRAIN,KW Wagrain,,14XENERGIEAG-BGS,Active,,,,Generation Unit,W
14WENERGIEAG1461,KWSTEEG,KW Steeg,,14XENERGIEAG-BGS,Active,,,,Generation Unit,W
14WENERGIEAGWR05,WR,Kraftwerk Riedersbach,,,Active,,,,Generation Unit,W
14WENERGIEAGWR21,WR2,Kraftwerk Riedersbach 2,,,Active,,,,Generation Unit,W
14WENERGIEAGWT4S,GUD_TIMELKAM,GuD Kraftwerk Timelkam,,,Active,,,,Generation Unit,W
14WENERGIE--WT02,WTGESAMTANLAGE,KW Timelkam Gesamtanlage,,,Active,,,,Generation Unit,W
14W-EPA-KW-TU--J,EPAKWTU,Pantaleon-KW-TU,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-EPA-KW-----Y,EPAKW,Pantaleon-KW,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-ERO-KW-----K,EROKW,Rosenau-KW,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-ERO-KW-TU--5,EROKWTU,Rosenau-KW-TU,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-ESN-KW-----J,ESNKW,Schönau-KW,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-ESN-KW-TU--4,ESNKWTU,Schönau-KW-TU,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-EST-KW-TU--I,ESTKWTU,Staning-KW-TU,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-EST-KW-----X,ESTKW,Staning-KW,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-ETB-KW-----H,ETBKW,Ternberg-KW,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-ETB-KW-TU--2,ETBKWTU,Ternberg-KW-TU,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-EWY-KW-----D,EWYKW,Weyer-KW,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-EWY-KW-TU--Z,EWYKWTU,Weyer-KW-TU,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-FINSING-KW-K,FINSINGKW,Finsing-KW,,,Active,,,,Production Unit,W
14W-FINSING-M1-V,FINSINGM1,Finsing-M1,,,Active,,,,Production Unit,W
14W-FINSING-M2-S,FINSINGM2,Finsing-M2,,,Active,,,,Production Unit,W
14WGARSKWTU1---D,GARSKWTU1,Gars-KW-TU1,,,Active,,,,Production Unit,W
14WGARSKWTU2---8,GARSKWTU2,Gars-KW-TU2,,,Active,,,,Production Unit,W
14WGARSKWTU3---3,GARSKWTU3,Gars-KW-TU3,,,Active,,,,Production Unit,W
14WGARSKWTU4---Z,GARSKWTU4,Gars-KW-TU4,,,Active,,,,Production Unit,W
14WGARSKWTU5---U,GARSKWTU5,Gars-KW-TU5,,,Active,,,,Production Unit,W
14W-GBR-KW-TU1-A,GBRKWTU1,Braunau-Simbach-KW-TU1,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-GBR-KW-TU2-7,GBRKWTU2,Braunau-Simbach-KW-TU2,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-GBR-KW-TU3-4,GBRKWTU3,Braunau-Simbach-KW-TU3,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-GBR-KW-TU4-1,GBRKWTU4,Braunau-Simbach-KW-TU4,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-GEN-DO3----F,DO3,Donaustadt 3,,,Active,,,,Generation Unit,W
14W-GEN-LAU----Z,LAUGUD,Leopoldau GuD,,,Active,,,,Generation Unit,W
14WGEN-SIM1DT--C,SIM1DT,Simmering 1 Dampfturbine,,,Active,,,,Generation Unit,W
14WGEN-SIM1GT41F,SIM1GT41,Simmering 1 Gasturbine 41,,,Active,,,,Generation Unit,W
14WGEN-SIM1GT42D,SIM1GT42,Simmering 1 Gasturbine 42,,,Active,,,,Generation Unit,W
14WGEN-SIM2GT--S,SIM2GT,Simmering 2 Gasturbine,,,Active,,,,Generation Unit,W
14WGEN-SIM3DT--0,SIM3DT,Simmering 3 Dampfturbine,,,Active,,,,Generation Unit,W
14WGEN-SIM3GT--M,SIM3GT,Simmering 3 Gasturbine,,,Active,,,,Generation Unit,W
14W-GEO-KW-TU1-7,GEOKWTU1,Egglfing-Obernberg-KW-TU1,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-GEO-KW-TU2-4,GEOKWTU2,Egglfing-Obernberg-KW-TU2,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-GEO-KW-TU3-1,GEOKWTU3,Egglfing-Obernberg-KW-TU3,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-GEO-KW-TU4-Z,GEOKWTU4,Egglfing-Obernberg-KW-TU4,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-GEO-KW-TU5-W,GEOKWTU5,Egglfing-Obernberg-KW-TU5,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-GEO-KW-TU6-T,GEOKWTU6,Egglfing-Obernberg-KW-TU6,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-GER-KW-TU1-E,GERKWTU1,Ering-Frauenstein-KW-TU1,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-GER-KW-TU2-B,GERKWTU2,Ering-Frauenstein-KW-TU2,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-GER-KW-TU3-8,GERKWTU3,Ering-Frauenstein-KW-TU3,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-GJO-KW-TU1-Q,GJOKWTU1,Jochenstein-KW-TU1,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-GJO-KW-TU2-N,GJOKWTU2,Jochenstein-KW-TU2,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-GJO-KW-TU3-K,GJOKWTU3,Jochenstein-KW-TU3,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-GJO-KW-TU4-H,GJOKWTU4,Jochenstein-KW-TU4,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-GJO-KW-TU5-E,GJOKWTU5,Jochenstein-KW-TU5,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-GKI-KW-----M,GKIKRAFTWERK,Gemeinschaftskraftwerk Inn GmbH,,,Active,,,,Production Unit,W
14W-GKI-M1-----1,GKIMASCHINE1,Gemeinschaftskraftwerk Inn GmbH,,,Active,,,,Production Unit,W
14W-GKI-M2-----V,GKIMASCHINE2,Gemeinschaftskraftwerk Inn GmbH,,,Active,,,,Production Unit,W
14W-GNU-KW-TU1-X,GNUKWTU1,Nussdorf-KW-TU1,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-GNU-KW-TU2-U,GNUKWTU2,Nussdorf-KW-TU2,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-GOE-KW-TU1-Y,GOEKWTU1,Oberaudorf-Ebbs-KW-TU1,,13XVERBUND1234-P,Active,,,,Production Plant,W
14W-GOE-KW-TU2-V,GOEKWTU2,Oberaudorf-Ebbs-KW-TU2,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-GPS-KW-TU1-V,GPSKWTU1,Passau-Ingling-KW-TU1,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-GPS-KW-TU2-S,GPSKWTU2,Passau-Ingling-KW-TU2,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-GPS-KW-TU3-P,GPSKWTU3,Passau-Ingling-KW-TU3,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-GPS-KW-TU4-M,GPSKWTU4,Passau-Ingling-KW-TU4,,13XVERBUND1234-P,Active,,,,Production Unit,W
14WGROHNWPKW---6,GROHNDEWPKW,Windpark-GROHNDE-KW,,,Active,,,,Production Unit,W
14WGROHNWPKWTU-F,GROHNDEWPKWTU,Windpark-GROHNDE-KW-TU,,,Active,,,,Production Unit,W
14W-GSD-KW-TU1-0,GSDKWTU1,Schaerding-Neuhaus-KW-TU1,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-GSD-KW-TU2-Y,GSDKWTU2,Schaerding-Neuhaus-KW-TU2,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-GSD-KW-TU3-V,GSDKWTU3,Schaerding-Neuhaus-KW-TU3,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-GSD-KW-TU4-S,GSDKWTU4,Schaerding-Neuhaus-KW-TU4,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-HEINFEL-KW-7,HEINFELSKW,Heinfels-KW,,,Active,,,,Production Unit,W
14W-HEINFEL-M1-I,HEINFELSM1,Heinfels-M1,,,Active,,,,Production Unit,W
14W-HEINFEL-M2-F,HEINFELSM2,Heinfels-M2,,,Active,,,,Production Unit,W
14WHORATHWPKW--I,HORATHWPKW,Windpark-HORATH-KW,,,Active,,,,Production Unit,W
14WHORATHWPKWTUE,HORATHWPKWTU,Windpark-HORATH-KW-TU,,,Active,,,,Production Unit,W
14W-IFE-KW-TU1-Z,IFEKWTU1,Feldkirchen-KW-TU1,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-IFE-KW-TU2-W,IFEKWTU2,Feldkirchen-KW-TU2,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-IFE-KW-TU3-T,IFEKWTU3,Feldkirchen-KW-TU3,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-IKB-OS-KW--C,IKBOBERESILLKW,Innsbrucker Kommunalbetriebe AG,,,Active,,,,Production Unit,W
14W-IKB-OS-M1--F,IKBOBERESILLM1,Innsbrucker Kommunalbetriebe AG,,,Active,,,,Production Unit,W
14W-IKB-OS-M2--B,IKBOBERESILLM2,Innsbrucker Kommunalbetriebe AG,,,Active,,,,Production Unit,W
14W-IKB-OS-M3--7,IKBOBERESILLM3,Innsbrucker Kommunalbetriebe AG,,,Active,,,,Production Unit,W
14W-IKB-US-KW--1,IKBUNTERESILLKW,Innsbrucker Kommunalbetriebe AG,,,Active,,,,Production Unit,W
14W-IKB-US-M1--4,IKBUNTERESILLM1,Innsbrucker Kommunalbetriebe AG,,,Active,,,,Production Unit,W
14W-IKB-US-M2--0,IKBUNTERESILLM2,Innsbrucker Kommunalbetriebe AG,,,Active,,,,Production Unit,W
14W-IKB-US-M3--X,IKBUNTERESILLM3,Innsbrucker Kommunalbetriebe AG,,,Active,,,,Production Unit,W
14W-IRI-KW-TU1-B,IRIKWTU1,Rosenheim-KW-TU1,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-IRI-KW-TU2-8,IRIKWTU2,Rosenheim-KW-TU2,,13XVERBUND1234-P,Active,,,,Production Unit,W
14W-IRI-KW-TU3-5,IRIKWTU3,Rosenheim-KW-TU3,,13XVERBUND1234-P,Active,,,,Production Unit,W
14WJETTBACH2KW18,JETTENBACH2KWTU1,Jettenbach2-KW-TU1,,,Active,,,,Production Unit,W
14WJETTBACH2KW26,JETTENBACH2KWTU2,Jettenbach2-KW-TU2,,,Active,,,,Production Unit,W
14WJETTEBACH2KWP,JETTENBACH2KW,Jettenbach2-KW,,,Active,,,,Production Unit,W
14W-KAISERW-KW-6,KAISERWERKKW,Kaiserwerk-KW,,,Active,,,,Production Unit,W
14W-KAISERW-M1-H,KAISERWERKM1,Kaiserwerk-M1,,,Active,,,,Production Unit,W
14W-KAISERW-M2-E,KAISERWERKM2,Kaiserwerk-M2,,,Active,,,,Production Unit,W
14W-KALSERB-KW-S,KALSERBACHKW,Kalserbach-KW,,,Active,,,,Production Unit,W
14W-KALSERB-M1-2,KALSERBACHM1,Kalserbach-M1,,,Active,,,,Production Unit,W
14W-KALSERBM2--A,KALSERBACHM2,Kalserbach M2,,,Active,,,,Production Unit,W
14W-KALSERB-M3-X,KALSERBACHM3,Kalserbach-M3,,,Active,,,,Production Unit,W
14W-KANZING-KW-M,KANZINGBACHKW,Kanzingbach-KW,,,Active,,,,Production Unit,W
14W-KANZING-M1-X,KANZINGBACHM1,Kanzingbach-M1,,,Active,,,,Production Unit,W
14W-KANZING-M2-U,KANZINGBACHM2,Kanzingbach-M2,,,Active,,,,Production Unit,W
14W-KIRCHBI-DM-H,KIRCHBICHLDM,Kirchbichl-DM,,,Active,,,,Production Unit,W
14W-KIRCHBI-KW-X,KIRCHBICHLKW,Kirchbichl-KW,,,Active,,,,Production Unit,W
14W-KIRCHBI-M1-7,KIRCHBICHLM1,Kirchbichl-M1,,,Active,,,,Production Unit,W
14W-KIRCHBI-M2-4,KIRCHBICHLM2,Kirchbichl-M2,,,Active,,,,Production Unit,W
14W-KIRCHBI-M3-1,KIRCHBICHLM3,Kirchbichl-M3,,,Active,,,,Production Unit,W
14W-KIRCHBI-M4-Z,KIRCHBICHLM4,Kirchbichl-M4,,,Active,,,,Production Unit,W
14W---KITTSEE--H,OEKOSTROMKITTSEE,oekostrompark Kittsee GmbH,,,Active,,,,Generation Unit,W
14WKRAFTWERKOSGM,KWS,KW Sellrain GmbH,,,Active,,,,Production Unit,W
14WKWANDELSBUCHY,KWANDELSB,KW ANDELSBUCH,,13X-VKW-HANDEL-M,Active,,,,Production Unit,W
14WKWGAMPADELS1R,KWGAMP1,KW GAMPADELS Unterstufe,,13X-VKW-HANDEL-M,Active,,,,Production Plant,W
14W-KW-HMUHR---R,AT-KWHMUHR,Kraftwerk Hintermuhr pumped-storage,,14XSALZBURGAG-B8,Active,,,,Production Unit,W
14W-KW-HMUHR-T17,AT-KWHMUHRT1,Kraftwerk Hintermuhr Turbine1,,14XSALZBURGAG-B8,Active,,,,Generation Unit,W
14W-KW-HMUHR-T25,AT-KWHMUHRT2,Kraftwerk Hintermuhr Turbine2,,14XSALZBURGAG-B8,Active,,,,Generation Unit,W
14WKWKLOESTERLEP,KWKLOEST,KW KLOESTERLE,,13X-VKW-HANDEL-M,Active,,,,Production Unit,W
14WKWLANGENEGG13,KWL,KW LANGENEGG,,13X-VKW-HANDEL-M,Active,,,,Production Unit,W
14W-KW-THE-EVN-7,THE-KW,Kraftwerk Theiß,,,Active,,,,Generation Unit,W
14W-KW-THE--M3-U,THE-M3,KW Theiß M3,,,Active,,,,Generation Unit,W
14W-KW-THE--M5-O,THE-M5,KW Theiß M5,,,Active,,,,Generation Unit,W
14W-LAENGEN-KW-N,LAENGENFELDKW,Laengenfeld-KW,,,Active,,,,Production Unit,W
14W-LAENGEN-M1-Y,LAENGENFELDM1,Laengenfeld-M1,,,Active,,,,Production Unit,W
14W-LANGKAM-KW-Z,LANGKAMPFENKW,Langkampfen-KW,,,Active,,,,Production Unit,W
14W-LANGKAM-M1-9,LANGKAMPFENM1,Langkampfen-M1,,,Active,,,,Production Unit,W
14W-LANGKAM-M2-6,LANGKAMPFENM2,Langkampfen-M2,,,Active,,,,Production Unit,W
14W-LEIBNIT-KW-1,LEIBNITZBACHKW,Leibnitzbach-KW,,,Active,,,,Production Unit,W
14W-LEIBNIT-M1-C,LEIBNITZBACHM1,Leibnitzbach-M1,,,Active,,,,Production Unit,W
14W-LEIERSB-KW-H,LEIERSBACHKW,Leiersbach-KW,,,Active,,,,Production Unit,W
14W-LEIERSB-M1-S,LEIERSBACHM1,Leiersbach-M1,,,Active,,,,Production Unit,W
14WLSG-1SDT1---K,E110212004,E110212-004,,14XLINZSTROM-BG9,Active,,,,Production Unit,W
14WLSG-1SDT2---F,E110212005,E110212-005,,14XLINZSTROM-BG9,Active,,,,Production Unit,W
14WLSG-1SGT11--S,E110212001,E110212-001,,14XLINZSTROM-BG9,Active,,,,Production Unit,W
14WLSG-1SGT2---V,E110212002,E110212-002,,14XLINZSTROM-BG9,Active,,,,Production Unit,W
